Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter
8-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,8,Wednesday,2,8,January,1
9-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,9,Thursday,3,9,January,1
10-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,10,Friday,4,10,January,1
11-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,11,Saturday,5,11,January,1
12-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,12,Sunday,6,12,January,1
13-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,13,Monday,0,13,January,1
14-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,14,Tuesday,1,14,January,1
15-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,15,Wednesday,2,15,January,1
16-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,16,Thursday,3,16,January,1
17-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,17,Friday,4,17,January,1
18-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,18,Saturday,5,18,January,1
19-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,19,Sunday,6,19,January,1
20-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,20,Monday,0,20,January,1
21-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,21,Tuesday,1,21,January,1
22-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,22,Wednesday,2,22,January,1
23-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,23,Thursday,3,23,January,1
24-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,24,Friday,4,24,January,1
25-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,25,Saturday,5,25,January,1
26-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,26,Sunday,6,26,January,1
27-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,27,Monday,0,27,January,1
28-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,28,Tuesday,1,28,January,1
29-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,29,Wednesday,2,29,January,1
30-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,30,Thursday,3,30,January,1
31-Jan-20,2020,1-Jan-20,31-Dec-20,1,1-Jan-20,31-Jan-20,31,31,Friday,4,31,January,1
1-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,1,Sunday,6,61,March,1
2-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,2,Monday,0,62,March,1
3-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,3,Tuesday,1,63,March,1
4-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,4,Wednesday,2,64,March,1
5-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,5,Thursday,3,65,March,1
6-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,6,Friday,4,66,March,1
7-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,7,Saturday,5,67,March,1
8-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,8,Sunday,6,68,March,1
9-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,9,Monday,0,69,March,1
10-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,10,Tuesday,1,70,March,1
11-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,11,Wednesday,2,71,March,1
12-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,12,Thursday,3,72,March,1
13-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,13,Friday,4,73,March,1
14-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,14,Saturday,5,74,March,1
15-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,15,Sunday,6,75,March,1
16-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,16,Monday,0,76,March,1
17-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,17,Tuesday,1,77,March,1
18-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,18,Wednesday,2,78,March,1
19-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,19,Thursday,3,79,March,1
20-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,20,Friday,4,80,March,1
21-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,21,Saturday,5,81,March,1
22-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,22,Sunday,6,82,March,1
23-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,23,Monday,0,83,March,1
24-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,24,Tuesday,1,84,March,1
25-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,25,Wednesday,2,85,March,1
26-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,26,Thursday,3,86,March,1
27-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,27,Friday,4,87,March,1
28-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,28,Saturday,5,88,March,1
29-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,29,Sunday,6,89,March,1
30-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,30,Monday,0,90,March,1
31-Mar-20,2020,1-Jan-20,31-Dec-20,3,1-Mar-20,31-Mar-20,31,31,Tuesday,1,91,March,1
1-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,1,Friday,4,122,May,2
2-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,2,Saturday,5,123,May,2
3-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,3,Sunday,6,124,May,2
4-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,4,Monday,0,125,May,2
5-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,5,Tuesday,1,126,May,2
6-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,6,Wednesday,2,127,May,2
7-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,7,Thursday,3,128,May,2
8-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,8,Friday,4,129,May,2
9-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,9,Saturday,5,130,May,2
10-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,10,Sunday,6,131,May,2
11-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,11,Monday,0,132,May,2
12-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,12,Tuesday,1,133,May,2
13-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,13,Wednesday,2,134,May,2
14-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,14,Thursday,3,135,May,2
15-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,15,Friday,4,136,May,2
16-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,16,Saturday,5,137,May,2
17-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,17,Sunday,6,138,May,2
18-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,18,Monday,0,139,May,2
19-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,19,Tuesday,1,140,May,2
20-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,20,Wednesday,2,141,May,2
21-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,21,Thursday,3,142,May,2
22-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,22,Friday,4,143,May,2
23-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,23,Saturday,5,144,May,2
24-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,24,Sunday,6,145,May,2
25-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,25,Monday,0,146,May,2
26-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,26,Tuesday,1,147,May,2
27-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,27,Wednesday,2,148,May,2
28-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,28,Thursday,3,149,May,2
29-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,29,Friday,4,150,May,2
30-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,30,Saturday,5,151,May,2
31-May-20,2020,1-Jan-20,31-Dec-20,5,1-May-20,31-May-20,31,31,Sunday,6,152,May,2
1-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,1,Wednesday,2,183,July,3
2-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,2,Thursday,3,184,July,3
3-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,3,Friday,4,185,July,3
4-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,4,Saturday,5,186,July,3
5-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,5,Sunday,6,187,July,3
6-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,6,Monday,0,188,July,3
7-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,7,Tuesday,1,189,July,3
8-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,8,Wednesday,2,190,July,3
9-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,9,Thursday,3,191,July,3
10-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,10,Friday,4,192,July,3
11-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,11,Saturday,5,193,July,3
12-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,12,Sunday,6,194,July,3
13-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,13,Monday,0,195,July,3
14-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,14,Tuesday,1,196,July,3
15-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,15,Wednesday,2,197,July,3
16-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,16,Thursday,3,198,July,3
17-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,17,Friday,4,199,July,3
18-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,18,Saturday,5,200,July,3
19-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,19,Sunday,6,201,July,3
20-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,20,Monday,0,202,July,3
21-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,21,Tuesday,1,203,July,3
22-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,22,Wednesday,2,204,July,3
23-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,23,Thursday,3,205,July,3
24-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,24,Friday,4,206,July,3
25-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,25,Saturday,5,207,July,3
26-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,26,Sunday,6,208,July,3
27-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,27,Monday,0,209,July,3
28-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,28,Tuesday,1,210,July,3
29-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,29,Wednesday,2,211,July,3
30-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,30,Thursday,3,212,July,3
31-Jul-20,2020,1-Jan-20,31-Dec-20,7,1-Jul-20,31-Jul-20,31,31,Friday,4,213,July,3
1-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,1,Saturday,5,214,August,3
2-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,2,Sunday,6,215,August,3
3-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,3,Monday,0,216,August,3
4-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,4,Tuesday,1,217,August,3
5-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,5,Wednesday,2,218,August,3
6-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,6,Thursday,3,219,August,3
7-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,7,Friday,4,220,August,3
8-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,8,Saturday,5,221,August,3
9-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,9,Sunday,6,222,August,3
10-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,10,Monday,0,223,August,3
11-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,11,Tuesday,1,224,August,3
12-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,12,Wednesday,2,225,August,3
13-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,13,Thursday,3,226,August,3
14-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,14,Friday,4,227,August,3
15-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,15,Saturday,5,228,August,3
16-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,16,Sunday,6,229,August,3
17-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,17,Monday,0,230,August,3
18-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,18,Tuesday,1,231,August,3
19-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,19,Wednesday,2,232,August,3
20-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,20,Thursday,3,233,August,3
21-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,21,Friday,4,234,August,3
22-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,22,Saturday,5,235,August,3
23-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,23,Sunday,6,236,August,3
24-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,24,Monday,0,237,August,3
25-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,25,Tuesday,1,238,August,3
26-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,26,Wednesday,2,239,August,3
27-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,27,Thursday,3,240,August,3
28-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,28,Friday,4,241,August,3
29-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,29,Saturday,5,242,August,3
30-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,30,Sunday,6,243,August,3
31-Aug-20,2020,1-Jan-20,31-Dec-20,8,1-Aug-20,31-Aug-20,31,31,Monday,0,244,August,3
1-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,1,Thursday,3,275,October,4
2-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,2,Friday,4,276,October,4
3-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,3,Saturday,5,277,October,4
4-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,4,Sunday,6,278,October,4
5-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,5,Monday,0,279,October,4
6-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,6,Tuesday,1,280,October,4
7-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,7,Wednesday,2,281,October,4
8-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,8,Thursday,3,282,October,4
9-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,9,Friday,4,283,October,4
10-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,10,Saturday,5,284,October,4
11-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,11,Sunday,6,285,October,4
12-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,12,Monday,0,286,October,4
13-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,13,Tuesday,1,287,October,4
14-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,14,Wednesday,2,288,October,4
15-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,15,Thursday,3,289,October,4
16-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,16,Friday,4,290,October,4
17-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,17,Saturday,5,291,October,4
18-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,18,Sunday,6,292,October,4
19-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,19,Monday,0,293,October,4
20-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,20,Tuesday,1,294,October,4
21-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,21,Wednesday,2,295,October,4
22-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,22,Thursday,3,296,October,4
23-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,23,Friday,4,297,October,4
24-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,24,Saturday,5,298,October,4
25-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,25,Sunday,6,299,October,4
26-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,26,Monday,0,300,October,4
27-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,27,Tuesday,1,301,October,4
28-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,28,Wednesday,2,302,October,4
29-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,29,Thursday,3,303,October,4
30-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,30,Friday,4,304,October,4
31-Oct-20,2020,1-Jan-20,31-Dec-20,10,1-Oct-20,31-Oct-20,31,31,Saturday,5,305,October,4
1-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,1,Tuesday,1,336,December,4
2-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,2,Wednesday,2,337,December,4
3-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,3,Thursday,3,338,December,4
4-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,4,Friday,4,339,December,4
5-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,5,Saturday,5,340,December,4
6-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,6,Sunday,6,341,December,4
7-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,7,Monday,0,342,December,4
8-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,8,Tuesday,1,343,December,4
9-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,9,Wednesday,2,344,December,4
10-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,10,Thursday,3,345,December,4
11-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,11,Friday,4,346,December,4
12-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,12,Saturday,5,347,December,4
13-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,13,Sunday,6,348,December,4
14-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,14,Monday,0,349,December,4
15-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,15,Tuesday,1,350,December,4
16-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,16,Wednesday,2,351,December,4
17-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,17,Thursday,3,352,December,4
18-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,18,Friday,4,353,December,4
19-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,19,Saturday,5,354,December,4
20-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,20,Sunday,6,355,December,4
21-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,21,Monday,0,356,December,4
22-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,22,Tuesday,1,357,December,4
23-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,23,Wednesday,2,358,December,4
24-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,24,Thursday,3,359,December,4
25-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,25,Friday,4,360,December,4
26-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,26,Saturday,5,361,December,4
27-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,27,Sunday,6,362,December,4
28-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,28,Monday,0,363,December,4
29-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,29,Tuesday,1,364,December,4
30-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,30,Wednesday,2,365,December,4
31-Dec-20,2020,1-Jan-20,31-Dec-20,12,1-Dec-20,31-Dec-20,31,31,Thursday,3,366,December,4
1-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,1,Friday,4,1,January,1
2-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,2,Saturday,5,2,January,1
3-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,3,Sunday,6,3,January,1
4-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,4,Monday,0,4,January,1
5-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,5,Tuesday,1,5,January,1
6-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,6,Wednesday,2,6,January,1
7-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,7,Thursday,3,7,January,1
8-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,8,Friday,4,8,January,1
9-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,9,Saturday,5,9,January,1
10-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,10,Sunday,6,10,January,1
11-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,11,Monday,0,11,January,1
12-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,12,Tuesday,1,12,January,1
13-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,13,Wednesday,2,13,January,1
14-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,14,Thursday,3,14,January,1
15-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,15,Friday,4,15,January,1
16-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,16,Saturday,5,16,January,1
17-Jan-21,2021,1-Jan-21,31-Dec-21,1,1-Jan-21,31-Jan-21,31,17,Sunday,6,17,January,1
